시도명,시군구명,종량제봉투종류,종량제봉투처리방식,종량제봉투용도,종량제봉투사용대상,1ℓ가격,1.5ℓ가격,2ℓ가격,2.5ℓ가격,3ℓ가격,5ℓ가격,10ℓ가격,20ℓ가격,30ℓ가격,50ℓ가격,60ℓ가격,75ℓ가격,100ℓ가격,120ℓ가격,125ℓ가격,관리부서명,관리부서전화번호,데이터기준일자,제공기관코드,제공기관명
경기도,광주시,규격봉투,소각용+매립용,생활쓰레기,가정용,0,0,0,0,0,140,280,560,840,1400,0,2100,0,0,0,자원순환과,031-760-4688,2024-12-01,5540000,경기도 광주시
경상남도,하동군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,100,200,400,0,900,0,1350,0,0,0,환경보호과,055-880-2586,2024-12-11,5440000,경상남도 하동군
경기도,양평군,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,790,1550,0,0,0,0,0,0,0,청소과,031-770-2579,2024-11-20,4170000,경기도 양평군
경기도,양평군,규격봉투,기타,음식물쓰레기,가정용,50,0,0,0,90,150,300,0,0,0,0,0,0,0,0,청소과,031-770-2579,2024-11-20,4170000,경기도 양평군
경기도,양평군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,140,280,560,0,0,0,0,0,0,0,청소과,031-770-2579,2024-11-20,4170000,경기도 양평군
경기도,양평군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,140,280,560,840,1400,0,2100,0,0,0,청소과,031-770-2579,2024-11-20,4170000,경기도 양평군
부산광역시,서구,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,140,220,430,850,1280,2070,0,3080,0,0,0,청소행정과,051-240-4436,2025-08-11,3260000,부산광역시 서구
서울특별시,성동구,재사용규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,130,250,490,0,0,0,0,0,0,0,청소행정과,02-2286-5524,2025-08-12,3030000,서울특별시 성동구
서울특별시,성동구,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,130,250,490,0,0,0,0,0,0,0,청소행정과,02-2286-5524,2025-08-12,3030000,서울특별시 성동구
서울특별시,성동구,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,1020,2040,0,5100,0,0,0,0,0,청소행정과,02-2286-5524,2025-08-12,3030000,서울특별시 성동구
서울특별시,성동구,특수규격마대,소각용,생활쓰레기,가정용,0,0,0,0,0,0,1020,2040,0,5100,0,0,0,0,0,청소행정과,02-2286-5524,2025-08-12,3030000,서울특별시 성동구
서울특별시,성동구,규격봉투,매립용,음식물쓰레기,가정용,100,0,190,0,300,500,0,0,0,0,0,0,0,0,0,청소행정과,02-2286-5524,2025-08-12,3030000,서울특별시 성동구
서울특별시,성동구,규격봉투,매립용,생활쓰레기,사업장용,0,0,0,0,0,0,0,520,780,1330,0,2000,0,0,0,청소행정과,02-2286-5524,2025-08-12,3030000,서울특별시 성동구
서울특별시,성동구,규격봉투,소각용,생활쓰레기,사업장용,0,0,0,0,0,0,0,520,780,1330,0,2000,0,0,0,청소행정과,02-2286-5524,2025-08-12,3030000,서울특별시 성동구
서울특별시,성동구,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,90,130,250,490,740,1250,0,0,0,0,0,청소행정과,02-2286-5524,2025-08-12,3030000,서울특별시 성동구
서울특별시,성동구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,90,130,250,490,740,1250,0,0,0,0,0,청소행정과,02-2286-5524,2025-08-12,3030000,서울특별시 성동구
서울특별시,종로구,특수규격마대,매립용,생활쓰레기,기타,0,0,0,0,0,0,0,2040,0,0,0,0,0,0,0,청소행정과,02-2148-2366,2024-08-01,3000000,서울특별시 종로구
서울특별시,종로구,규격봉투,소각용,음식물쓰레기,가정용,100,0,190,0,300,500,0,0,0,0,0,0,0,0,0,청소행정과,02-2148-2366,2024-08-01,3000000,서울특별시 종로구
서울특별시,종로구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,130,250,490,0,1250,0,1880,0,0,0,청소행정과,02-2148-2366,2024-08-01,3000000,서울특별시 종로구
전라남도,장성군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,50,70,140,280,420,700,0,1040,0,0,0,환경과,061-390-7335,2024-11-06,4980000,전라남도 장성군
경상남도,진주시,특수규격마대,매립용,생활쓰레기,사업장용,0,0,0,0,0,0,0,0,0,1810,0,0,0,0,0,자원순환과,055-749-8705,2025-12-19,5310000,경상남도 진주시
경상남도,진주시,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,0,1810,0,0,0,0,0,자원순환과,055-749-8705,2025-12-19,5310000,경상남도 진주시
경상남도,진주시,규격봉투,매립용,생활쓰레기,기타,0,0,0,0,0,160,300,590,0,1430,0,2140,0,0,0,자원순환과,055-749-8705,2025-12-19,5310000,경상남도 진주시
경상남도,진주시,규격봉투,매립용,생활쓰레기,사업장용,0,0,0,0,0,160,300,590,0,1430,0,2140,0,0,0,자원순환과,055-749-8705,2025-12-19,5310000,경상남도 진주시
경상남도,진주시,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,160,300,590,0,1430,0,2140,0,0,0,자원순환과,055-749-8705,2025-12-19,5310000,경상남도 진주시
경기도,안산시,규격봉투,매립용,음식물쓰레기,가정용,40,0,60,0,90,130,250,500,0,1200,0,0,2400,0,0,자원순환과,031-369-1938,2025-12-19,3930000,경기도 안산시
경기도,안산시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,90,130,250,500,0,1200,0,0,2400,0,0,자원순환과,031-369-1938,2025-12-19,3930000,경기도 안산시
경기도,군포시,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,2000,4000,0,0,0,0,0,0,0,위생자원과,031-390-0353,2025-12-31,4020000,경기도 군포시
경기도,군포시,규격봉투,소각용,생활쓰레기,사업장용,0,0,0,0,0,0,0,0,0,2820,0,4230,0,0,0,위생자원과,031-390-0353,2025-12-31,4020000,경기도 군포시
경기도,군포시,규격봉투,소각용,음식물쓰레기,가정용,50,0,100,0,0,250,800,1600,0,0,0,0,0,0,0,위생자원과,031-390-0353,2025-12-31,4020000,경기도 군포시
경기도,군포시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,200,380,760,0,0,0,0,0,0,0,위생자원과,031-390-0353,2025-12-31,4020000,경기도 군포시
경기도,군포시,규격봉투,소각용,생활쓰레기,가정용,40,0,0,0,110,200,380,760,0,1880,0,2820,0,0,0,위생자원과,031-390-0353,2025-12-31,4020000,경기도 군포시
충청남도,아산시,규격봉투,소각용,생활쓰레기,가정용,20,0,40,0,60,100,180,350,0,850,0,1300,0,0,0,아산시시설관리공단 환경시설팀,041-538-1921,2024-08-20,4520000,충청남도 아산시
전라남도,영광군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,74,148,277,0,690,0,0,0,0,0,환경과,061-350-5342,2024-03-04,4970000,전라남도 영광군
경상남도,함양군,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,810,0,0,0,0,0,0,0,환경위생과,055-960-6130,2024-10-07,5460000,경상남도 함양군
경상남도,함양군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,60,100,200,400,0,980,0,0,0,0,0,환경위생과,055-960-6130,2024-10-07,5460000,경상남도 함양군
전북특별자치도,무주군,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,80,130,260,510,0,1290,0,2290,0,0,0,환경과,063-320-2456,2025-08-18,4741000,전북특별자치도 무주군
경기도,여주시,규격봉투,매립용,음식물쓰레기,가정용,30,0,50,0,70,120,230,460,0,1150,0,0,0,0,0,자원순환과,031-887-2454,2025-08-20,5700000,경기도 여주시
경기도,여주시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,230,460,0,0,0,0,0,0,0,자원순환과,031-887-2454,2025-08-20,5700000,경기도 여주시
경기도,여주시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,120,230,460,0,1150,0,0,2300,0,0,자원순환과,031-887-2454,2025-08-20,5700000,경기도 여주시
대구광역시,서구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,120,0,0,0,1080,1660,0,2470,0,0,0,생활환경과,053-663-2717,2025-07-17,3430000,대구광역시 서구
경상북도,구미시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,150,300,600,0,1500,0,2250,0,0,0,자원순환과,054-480-5206,2025-06-27,5080000,경상북도 구미시
전북특별자치도,남원시,재사용규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,80,160,280,410,700,0,0,1350,0,0,전북특별자치도 남원시 환경과,063-620-6244,2025-06-23,4701000,전북특별자치도 남원시
전북특별자치도,남원시,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,80,160,280,410,700,0,0,1350,0,0,전북특별자치도 남원시 환경과,063-620-6244,2025-06-23,4701000,전북특별자치도 남원시
충청남도,홍성군,규격봉투,기타,생활쓰레기,기타,20,0,40,0,60,100,200,400,600,1000,0,1500,2000,0,0,환경과,041-630-1350,2025-06-30,4600000,충청남도 홍성군
인천광역시,동구,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,0,1400,0,0,0,0,0,자원순환과,032-770-6412,2025-07-04,3500000,인천광역시 동구
인천광역시,동구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,0,2560,0,3470,0,0,0,자원순환과,032-770-6412,2025-07-04,3500000,인천광역시 동구
인천광역시,동구,규격봉투,소각용,음식물쓰레기,가정용,0,0,0,0,0,0,0,1290,0,0,0,0,0,0,0,자원순환과,032-770-6423,2025-07-04,3500000,인천광역시 동구
인천광역시,동구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,160,310,620,0,1540,0,2780,0,0,0,자원순환과,032-770-6412,2025-07-04,3500000,인천광역시 동구
대전광역시,동구,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,0,2630,0,0,0,0,0,환경과,042-251-4565,2025-08-06,3640000,대전광역시 동구
대전광역시,동구,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,330,660,0,0,0,0,0,0,0,환경과,042-251-4565,2025-08-06,3640000,대전광역시 동구
대전광역시,동구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,100,170,330,660,0,1650,0,2480,0,0,0,환경과,042-251-4565,2025-08-06,3640000,대전광역시 동구
경상북도,영덕군,규격봉투,기타,음식물쓰레기,가정용,0,0,50,0,0,80,130,250,0,0,0,0,0,0,0,환경위생과,054-730-6194,2025-08-01,5180000,경상북도 영덕군
경상북도,영덕군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,130,250,0,600,0,900,0,0,0,환경위생과,054-730-6194,2025-08-01,5180000,경상북도 영덕군
경상북도,청도군,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,80,150,290,430,710,0,1060,1400,0,0,환경산림과,054-370-2186,2025-08-11,5190000,경상북도 청도군
경상남도,합천군,규격봉투,소각용,음식물쓰레기,가정용,0,0,0,0,70,90,170,350,0,0,0,0,0,0,0,환경위생과,055-930-3303,2025-07-07,5480000,경상남도 합천군
경상남도,합천군,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,430,0,0,0,0,0,0,0,환경위생과,055-930-3303,2025-07-07,5480000,경상남도 합천군
경상남도,합천군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,90,170,350,520,860,0,1320,0,0,0,환경위생과,055-930-3303,2025-07-07,5480000,경상남도 합천군
전라남도,곡성군,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,0,310,530,0,1270,0,1970,0,0,0,환경과,061-360-8522,2025-07-10,4860000,전라남도 곡성군
충청남도,서천군,규격봉투,기타,생활쓰레기,가정용,30,0,40,0,60,100,150,300,0,0,0,0,0,0,0,환경보호과,041-950-4335,2025-07-10,4580000,충청남도 서천군
충청남도,서천군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,150,300,450,750,0,1200,0,0,0,환경보호과,041-950-4335,2025-07-10,4580000,충청남도 서천군
충청남도,서천군,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,60,100,150,300,0,0,0,0,0,0,0,환경보호과,041-950-4335,2025-07-10,4580000,충청남도 서천군
대구광역시,수성구,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,120,180,340,670,0,1660,0,2470,0,0,0,자원순환과,053-666-2716,2025-07-11,3460000,대구광역시 수성구
인천광역시,옹진군,규격봉투,매립용,음식물쓰레기,가정용,0,0,0,0,190,300,630,1260,0,0,0,0,0,0,0,환경위생과,032-899-2625,2025-07-11,3580000,인천광역시 옹진군
인천광역시,옹진군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,140,230,440,870,0,2170,0,3250,0,0,0,환경위생과,032-899-2625,2025-07-11,3580000,인천광역시 옹진군
경상남도,고성군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,100,200,400,600,1000,0,0,2000,0,0,환경과,055-670-2413,2025-07-11,5420000,경상남도 고성군
경상남도,거제시,규격봉투,소각용,생활쓰레기,사업장용,0,0,0,0,0,0,0,0,0,2350,0,3700,0,0,0,자원순환과,055-639-4815,2025-07-14,5370000,경상남도 거제시
경상남도,거제시,규격봉투,소각용,생활쓰레기,기타(영업장용),0,0,0,0,0,0,0,0,1400,2200,0,3400,0,0,0,자원순환과,055-639-4815,2025-07-14,5370000,경상남도 거제시
경상남도,거제시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,0,1800,0,2750,0,0,0,자원순환과,055-639-4815,2025-07-14,5370000,경상남도 거제시
경상남도,거제시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,150,250,350,650,0,0,0,0,0,0,0,자원순환과,055-639-4815,2025-07-14,5370000,경상남도 거제시
부산광역시,해운대구,규격봉투,소각용,생활쓰레기,사업장용,0,0,0,0,0,250,510,1030,1550,2520,0,3770,0,0,0,자원순환과,051-749-4434,2025-07-14,3330000,부산광역시 해운대구
충청남도,공주시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,90,170,320,480,790,0,1170,0,0,0,자원순환과,041-840-8654,2022-11-22,4500000,충청남도 공주시
강원특별자치도,정선군,규격봉투,기타,생활쓰레기,가정용,0,0,70,0,80,110,220,420,0,1050,0,0,0,0,0,환경과,033-560-2339,2024-10-31,4291000,강원특별자치도 정선군
강원특별자치도,정선군,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,80,0,220,420,640,1050,0,1560,0,0,0,환경과,033-560-2339,2024-10-31,4291000,강원특별자치도 정선군
강원특별자치도,정선군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,220,420,640,1050,0,1560,0,0,0,환경과,033-560-2339,2024-10-31,4291000,강원특별자치도 정선군
부산광역시,중구,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,1280,4490,0,0,0,0,0,자원순환과,051-600-4434,2025-12-16,3250000,부산광역시 중구
부산광역시,중구,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,430,850,0,0,0,0,0,0,0,자원순환과,051-600-4434,2025-12-16,3250000,부산광역시 중구
부산광역시,중구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,220,430,850,1280,2070,0,3080,0,0,0,자원순환과,051-600-4434,2025-12-16,3250000,부산광역시 중구
충청북도,괴산군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,140,280,0,660,0,1000,0,0,0,괴산군청,043-830-3646,2025-12-16,4460000,충청북도 괴산군
충청북도,증평군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,150,260,520,730,1200,0,1790,0,0,0,환경위생과,043-835-3647,2025-12-17,5570000,충청북도 증평군
경상북도,칠곡군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,110,160,300,600,0,1480,0,2210,0,0,0,환경관리과,054-979-6725,2025-12-18,5220000,경상북도 칠곡군
충청남도,태안군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,180,350,0,0,0,0,0,0,0,충청남도 태안군 환경산림과,041-670-2795,2025-12-29,4620000,충청남도 태안군
충청남도,태안군,규격봉투,기타,음식물쓰레기,가정용,0,0,50,0,90,130,300,550,780,0,0,0,0,0,0,충청남도 태안군 환경산림과,041-670-2795,2025-12-29,4620000,충청남도 태안군
인천광역시,중구,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,160,310,620,0,1540,0,2300,3060,0,0,자원순환과,032-760-7410,2025-08-14,3490000,인천광역시 중구
인천광역시,중구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,160,310,620,0,1540,0,2300,3060,0,0,자원순환과,032-760-7410,2025-08-14,3490000,인천광역시 중구
경상남도,사천시,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,0,1440,0,0,0,0,0,환경사업소,055-831-5610,2025-08-13,5340000,경상남도 사천시
경상남도,사천시,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,130,250,500,0,1200,0,0,0,0,0,환경사업소,055-831-5610,2025-08-13,5340000,경상남도 사천시
경상남도,사천시,규격봉투,매립용,음식물쓰레기,가정용,0,0,0,0,80,130,250,500,0,0,0,0,0,0,0,환경사업소,055-831-5610,2025-08-13,5340000,경상남도 사천시
경상남도,창원시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,170,350,700,0,1790,0,2690,0,0,0,경상남도 창원시 자원순환과,055-225-3563,2025-08-19,5670000,경상남도 창원시
경상북도,문경시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,70,140,270,0,650,0,930,1200,0,0,환경보호과,054-550-6192,2023-12-05,5120000,경상북도 문경시
강원특별자치도,태백시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,100,190,370,0,890,0,1320,0,0,0,환경과,033-550-2063,2023-12-05,4221000,강원특별자치도 태백시
전라남도,고흥군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,30,90,140,260,0,450,0,0,830,0,0,환경산림과,061-830-5812,2023-12-07,4880000,전라남도 고흥군
강원특별자치도,양양군,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,340,0,0,0,0,0,0,0,환경과,033-670-2184,2024-11-26,4351000,강원특별자치도 양양군
강원특별자치도,양양군,규격봉투,기타,음식물쓰레기,가정용,0,0,40,0,60,90,170,340,0,0,0,0,0,0,0,환경과,033-670-2184,2024-11-26,4351000,강원특별자치도 양양군
강원특별자치도,양양군,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,0,340,0,0,0,0,0,0,0,환경과,033-670-2184,2024-11-26,4351000,강원특별자치도 양양군
강원특별자치도,양양군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,90,170,340,500,830,0,1230,0,0,0,환경과,033-670-2184,2024-11-26,4351000,강원특별자치도 양양군
서울특별시,송파구,특수규격마대,매립용,생활쓰레기,기타,0,0,0,0,0,0,0,2040,0,0,0,0,0,0,0,청소행정과,02-2147-2840,2024-11-20,3230000,서울특별시 송파구
서울특별시,송파구,재사용규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,0,250,490,0,0,0,0,0,0,0,청소행정과,02-2147-2840,2024-11-20,3230000,서울특별시 송파구
서울특별시,송파구,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,250,490,0,0,0,0,0,0,0,청소행정과,02-2147-2840,2024-11-20,3230000,서울특별시 송파구
서울특별시,송파구,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,90,130,250,490,0,1250,0,1880,0,0,0,청소행정과,02-2147-2840,2024-11-20,3230000,서울특별시 송파구
서울특별시,송파구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,90,130,250,490,0,1250,0,1880,0,0,0,청소행정과,02-2147-2840,2024-11-20,3230000,서울특별시 송파구
강원특별자치도,춘천시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,230,470,0,0,0,0,0,0,0,자원순환과,033-250-3127,2025-11-17,4181000,강원특별자치도 춘천시
강원특별자치도,춘천시,규격봉투,매립용,음식물쓰레기,가정용,40,0,50,0,80,140,230,470,0,0,0,0,0,0,0,자원순환과,033-250-3127,2025-11-17,4181000,강원특별자치도 춘천시
강원특별자치도,춘천시,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,140,230,470,0,0,0,0,0,0,0,자원순환과,033-250-3127,2025-11-17,4181000,강원특별자치도 춘천시
강원특별자치도,춘천시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,80,140,230,470,0,1140,0,1710,0,0,0,자원순환과,033-250-3127,2025-11-17,4181000,강원특별자치도 춘천시
충청북도,단양군,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,환경과,043-420-2684,2025-09-30,4480000,충청북도 단양군
충청북도,단양군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,100,200,300,0,800,0,1400,0,0,0,환경과,043-420-2684,2025-09-30,4480000,충청북도 단양군
경기도,의왕시,특수규격마대,매립용,생활쓰레기,기타,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,경기도 의왕시청 자원관리과,031-345-2844,2025-11-28,4030000,경기도 의왕시
경기도,의왕시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,350,680,0,0,0,0,0,0,0,경기도 의왕시청 자원관리과,031-345-2844,2025-11-28,4030000,경기도 의왕시
경기도,의왕시,규격봉투,소각용,음식물쓰레기,가정용,40,0,80,0,120,200,400,800,0,0,0,0,0,0,0,경기도 의왕시청 자원관리과,031-345-2844,2025-11-28,4030000,경기도 의왕시
경기도,의왕시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,190,350,680,0,1700,0,2630,0,0,0,경기도 의왕시청 자원관리과,031-345-2844,2025-11-28,4030000,경기도 의왕시
서울특별시,관악구,규격봉투,소각용,음식물쓰레기,가정용,100,0,190,0,300,500,0,0,0,0,0,0,0,0,0,서울특별시 관악구청 청소행정과,02-879-6206,2025-11-12,3200000,서울특별시 관악구
서울특별시,관악구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,90,130,250,490,740,1250,0,1880,0,0,0,서울특별시 관악구청 청소행정과,02-879-6206,2025-11-12,3200000,서울특별시 관악구
전북특별자치도,정읍시,규격봉투,매립용,음식물쓰레기,가정용,0,0,0,0,150,250,0,0,0,0,0,0,0,0,0,자원순환과,063-539-8144,2025-12-01,4691000,전북특별자치도 정읍시
전북특별자치도,정읍시,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,자원순환과,063-539-8144,2025-12-01,4691000,전북특별자치도 정읍시
전북특별자치도,정읍시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,자원순환과,063-539-8144,2025-12-01,4691000,전북특별자치도 정읍시
전북특별자치도,정읍시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,90,170,310,0,770,0,0,0,0,0,자원순환과,063-539-8144,2025-12-01,4691000,전북특별자치도 정읍시
인천광역시,남동구,재사용규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,2200,0,0,0,0,0,0,0,청소행정과,032-453-2557,2025-11-25,3530000,인천광역시 남동구
인천광역시,남동구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,2350,3920,0,4730,0,0,7870,청소행정과,032-453-2557,2025-11-25,3530000,인천광역시 남동구
인천광역시,남동구,규격봉투,기타,음식물쓰레기,가정용,100,0,200,0,300,500,1000,2000,0,0,0,0,0,0,0,청소행정과,032-453-2557,2025-11-25,3530000,인천광역시 남동구
충청북도,음성군,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,청소위생과,043-871-3822,2024-08-05,4470000,충청북도 음성군
충청북도,음성군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,190,340,640,0,1580,0,2310,3080,0,0,청소위생과,043-871-3822,2024-08-05,4470000,충청북도 음성군
충청북도,음성군,규격봉투,소각용,음식물쓰레기,가정용,80,0,0,0,130,190,340,640,0,0,0,0,0,0,0,청소위생과,043-871-3822,2024-08-05,4470000,충청북도 음성군
전라남도,완도군,재사용규격봉투,소각용,음식물쓰레기,기타,0,0,0,0,0,110,220,0,0,0,0,0,0,0,0,환경수질관리과,061-550-5788,2024-08-14,4990000,전라남도 완도군
서울특별시,동작구,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,2040,0,0,0,0,0,0,0,청소행정과,02-820-1376,2025-04-03,3190000,서울특별시 동작구
서울특별시,동작구,규격봉투,기타,음식물쓰레기,가정용,100,0,190,0,300,500,1000,0,0,0,0,0,0,0,0,청소행정과,02-820-1376,2025-04-03,3190000,서울특별시 동작구
서울특별시,동작구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,90,130,250,490,740,1250,0,1880,0,0,0,청소행정과,02-820-1376,2025-04-03,3190000,서울특별시 동작구
전라남도,무안군,규격봉투,기타,생활쓰레기,가정용,0,0,0,0,0,0,170,320,0,0,0,0,0,0,0,전라남도 무안군청 환경과,061-450-5550,2025-04-15,4950000,전라남도 무안군
전라남도,무안군,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,90,170,320,0,0,0,0,0,0,0,전라남도 무안군청 환경과,061-450-5550,2025-04-15,4950000,전라남도 무안군
전라남도,무안군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,90,170,320,540,790,0,1350,0,0,0,전라남도 무안군청 환경과,061-450-5550,2025-04-15,4950000,전라남도 무안군
서울특별시,강북구,특수규격마대,매립용,생활쓰레기,기타,0,0,0,0,0,0,1020,2040,0,5100,0,0,0,0,0,서울특별시 강북구 청소행정과,02-901-6795,2025-04-20,3080000,서울특별시 강북구
강원특별자치도,홍천군,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,0,1110,0,0,0,0,0,환경과,033-430-2633,2023-10-05,4251000,강원특별자치도 홍천군
강원특별자치도,홍천군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,70,120,230,450,0,1110,0,1660,2200,0,0,환경과,033-430-2633,2023-10-05,4251000,강원특별자치도 홍천군
강원특별자치도,홍천군,규격봉투,소각용,음식물쓰레기,가정용,0,0,45,0,70,120,230,450,0,0,0,0,0,0,0,환경과,033-430-2633,2023-10-05,4251000,강원특별자치도 홍천군
강원특별자치도,홍천군,규격봉투,기타,음식물쓰레기,가정용,0,0,45,0,70,120,230,450,0,0,0,0,0,0,0,환경과,033-430-2633,2023-10-05,4251000,강원특별자치도 홍천군
강원특별자치도,철원군,규격봉투,기타,음식물쓰레기,가정용,20,0,0,0,60,110,190,0,0,0,0,0,0,0,0,청정환경과,033-450-5335,2024-12-06,4301000,강원특별자치도 철원군
강원특별자치도,철원군,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,190,400,0,0,0,0,0,0,0,청정환경과,033-450-5335,2024-12-06,4301000,강원특별자치도 철원군
강원특별자치도,철원군,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,0,190,400,0,970,0,0,0,0,0,청정환경과,033-450-5335,2024-12-06,4301000,강원특별자치도 철원군
서울특별시,은평구,규격봉투,소각용,생활쓰레기,가정용,0,0,80,0,0,190,380,760,0,1250,0,1880,2500,0,0,자원순환과,02-351-7563,2025-06-26,3110000,서울특별시 은평구
서울특별시,은평구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,90,130,250,490,0,1250,0,1880,2500,0,0,자원순환과,02-351-7563,2025-06-26,3110000,서울특별시 은평구
